participant,block_number,trial_number,reward_oneback,stay,K,K_c,reward_oneback_pm,reward_oneback_wp,reward_oneback_pm_c
5c41f9ce4fe4f800016dfaac,3,12,0,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,13,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,14,1,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,15,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,16,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,17,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,18,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,19,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,20,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,21,0,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,22,0,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,23,0,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,24,1,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,3,25,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,2,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,3,0,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,4,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,5,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,6,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,7,0,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,8,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,9,0,0,2.9966962755181545,1.1592516912299131,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,10,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,11,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,12,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,13,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,14,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,15,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,16,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
5c41f9ce4fe4f800016dfaac,4,17,1,1,2.9966962755181545,1.1592516912299131,0.4861111111111111,0.5138888888888888,-0.01730273752012884
